時間,ツイート本文,いいね,リツイート,ID
2022-03-22 11:44:06+00:00,"受講生から私へ実装に関する相談が先程ありました。私は外出中だったこともあり、追って回答しますと返信したところ、他の受講生の数名が「これはどうでしょうか？」
「こちらが参考になるかもしれません」と参考記事をあげてくださっていました。
素晴らしすぎて感動です。

#code4biz",13,0,1506235265551335425
2022-03-17 13:27:44+00:00,Power石田の最新作！！ https://t.co/2qe350bCNe,10,0,1504449407940702208
2022-03-17 10:25:39+00:00,ありがとうございます☺️ https://t.co/qaaoX6sGe1,5,0,1504403583646973955
2022-03-17 05:28:07+00:00,"Slackの通知音を変えるとなんかいいですよ。
何がいいかはわかりません。
なんかいいです。",17,0,1504328705501708288
2022-03-17 02:47:55+00:00,code4biz説明会、参加後アンケートの多くに「熱意が伝わってきた」「いまにゅさんの熱量が...」と記入してくださるのは素直に嬉しいですね。熱意が伝わるようなスクール説明会って多くない気がします☺️,4,0,1504288391072219136
2022-03-17 02:38:54+00:00,次はこっそりE資格かな。 https://t.co/aHNIrvFtto,4,0,1504286122230546433
2022-03-16 03:57:55+00:00,素敵なまとめ！！ https://t.co/KAAogUeiXl,7,0,1503943619136593920
2022-03-16 03:50:14+00:00,わかりみが深み。 https://t.co/8HIWWFf3dJ,4,0,1503941685327581184
2022-03-16 01:23:42+00:00,"【急募】
こちら素敵なメンターの方々が徐々に決まり始めているのですが、受講人数に対してメンターが足りない可能性が出てきました😂
われこそは！という方、是非一緒にcode4bizを盛り上げていけると嬉しいです🙇‍♂️

※リツイートのご協力よろしくおねがいします😭 https://t.co/MJHaCFlhbM",6,2,1503904811154305026
2022-03-14 14:59:56+00:00,一緒に頑張っていきましょう☺️💪 https://t.co/umF3TanpLg,2,0,1503385446369607681
2022-03-12 09:49:08+00:00,講義、説明会前のルーティン。 https://t.co/Nw2VufXIX5,20,0,1502582452849901572
2022-03-12 02:40:04+00:00,本日いよいよcode4biz説明会第1回。ギリギリまでブラッシュアップして充実した時間にしてもらえるよう頑張るぞ〜💪,18,0,1502474477254623233
2022-03-09 12:52:30+00:00,よしくんあざす！！！ https://t.co/bq8ZCaOWP4,0,0,1501541438437605377
2022-03-09 12:48:41+00:00,よっしゃ〜、いい感じの動画撮影できたと思ったら、なぜか不具合で保存されなかったときの悲しみ😭,6,0,1501540476947632134
2022-03-09 12:46:45+00:00,"API周りが何故かうまくいかん、、、と格闘してたら、Slackの障害だったみたいだ。
https://t.co/UHr2Io6Aeo",4,0,1501539989477228548
2022-03-09 02:23:02+00:00,ありがとうございます！😭 https://t.co/ptImn8pN7O,2,0,1501383027791839236
2022-03-08 14:21:24+00:00,"ありがとうございます！！☺️
そう言っていただけて嬉しいです🥺 https://t.co/dQvYa1tSxo",1,0,1501201423216037890
2022-03-08 13:41:40+00:00,ありがとうございます！！😭 https://t.co/OaIB2DucDL,4,0,1501191423911411712
2022-03-08 13:07:51+00:00,"ついに「code4biz」をリリースしました！

受講後の自走力が上がるような体制にしつつ、各スキルの根幹をしっかり習得できます。

独立・副業・転職ではなく、プログラミングを習得してビジネス活用していきたい方、プログラミングを1つの武器にしたい方にはもってこいです。
https://t.co/q7mT9sAMIH",51,5,1501182911143636992
2022-03-07 12:50:01+00:00,"明日情報解禁するでっせ〜。
既に数名の方には先に公開しております🈲 https://t.co/sVyHA5RsHY",11,0,1500816037440532481
2022-03-07 12:12:32+00:00,Pricing画面に「99% of Tally's features are available to all users for free and without limits.」と書くだけはありますね。この無料でできる部分と有料でしかできない部分の切り分けって奥が深いなと感じてます。めちゃくちゃ面白い領域。,1,0,1500806603020201989
2022-03-07 12:12:32+00:00,"Notion意識しすぎやろってくらい似てるUIのフォームビルダーTally。今後に期待だなぁと思う要素はありつつも、無料プラン内でできることが多すぎてビビります。
ベルギー発のサービスみたいなんですが、他にベルギー発の有名プロダクトってなんかあるのかな？🤔
https://t.co/XfuhLvKQYh",6,0,1500806601519042561
2022-03-07 09:00:30+00:00,ごく一部ですが...プログラミングによる業務効率化で重要な考え方をまとめました。 https://t.co/bYGxlj3kTd,30,4,1500758276572594179
2022-03-07 08:49:06+00:00,"Slackワークスペースへの招待自動化をAPIで試みようと思ったら、Enterpriseプランのみでした。。。
最近、あと少しというところで、有料プランの壁にぶつかってる😭",8,0,1500755405936693248
2022-03-06 21:52:03+00:00,"本日18時にこちらを投稿します☺️
プログラミングを習得する目的の1つとして、「業務効率化・自動化」を挙げる人は多いと思いますが、そんな方に見てほしい内容です🧑‍💻 https://t.co/mrQIVfs4wU",17,0,1500590055655714978
2022-03-06 11:00:14+00:00,近々情報解禁するオンラインスクールの名前は『code4biz』です。BizのためのCodeということで、業務にプログラミングを活用したい方、技術がわかり・使えるビジネスサイドになりたい方に超絶オススメの環境が仕上がってます。プログラミングを業務に活用しまくってきた私だからこそ作れる環境です。 https://t.co/LtybmVvALg,22,1,1500426020079419402
2022-03-06 03:20:08+00:00,"嬉しいことに、既に数名の方にご応募いただいております☺️
※YouTubeコミュニティ投稿経由

みなさんからのご応募お待ちしております💪

※『メンター応募』とLINEで送信していただければ応募詳細を確認できます🧑‍💻",1,0,1500310230533799936
2022-03-06 03:17:23+00:00,"■ 応募方法
下記LINEより、『メンター応募』と送信お願いします！
https://t.co/mGMfYoCs9Q

■ 要件
（必須）
✓ 開発経験：下記言語の開発・実務経験2年以上
✓ 募集言語：Python
✓ 責任感、熱意を持って受講生に接することができる

（歓迎）
✓ 塾講師や家庭教師の経験
✓ 社内での育成経験",2,0,1500309540063293440
2022-03-06 03:17:23+00:00,"【メンターを募集します🧑‍💻】
4月開講のオンラインスクールで受講生をサポートして下さるメンターの方を募集します☺️

ご興味ある方は是非スレッドに記載の応募方法・要件をご確認ください😎

質問対応から教材作成、ウェビナー開催等を一緒に取り組んでいきたいです🧑‍💻

↓応募方法・要件は↓",3,1,1500309538838556679
2022-03-06 03:00:17+00:00,新しいサービスやツールが出た時、実際に使ってみて「あぁ、こういう感じね」「この辺をいじれば〇〇の設定ができるはず」「これできるってことは〇〇にめちゃ便利じゃん」ってすぐに理解して、活用できるスキルに名前をつけたい。てか、このスキルってどうやって叩き込めばできるようになるの？,10,0,1500305235977375747
2022-03-05 09:00:53+00:00,"【保存版】
圧倒的なスピードでプログラミングを習得したい方は、質問の仕方を身につけましょう。メンターにこの7つの項目をまとめて質問してみてください。驚かれますよ。 https://t.co/wnbp2htCeX",44,7,1500033598786838531
2022-03-04 21:50:03+00:00,"本日18時にこちらを投稿します☺️
質問力が高い人は間違いなくプログラミング学習スピードも速いです。 https://t.co/rV6yXv9Oel",11,0,1499864777434275859
2022-03-04 08:42:00+00:00,"■ わかりやすい説明の作り方

・一般的な説明
・小学生でもわかる用語で言い換え
・具体例の明示

まず、「〇〇とは△△です」といった一般的な説明を行います。専門用語も使ってOKです。次に、小学生でもわかる言葉に置き換えて説明します。最後に、イメージしやすい身近な具体例を示すだけです。",6,0,1499666455960305665
2022-03-04 06:44:14+00:00,"コメントありがとうございます！☺️
色々配信していくので楽しみにお待ち下さい🧑‍💻 https://t.co/uqqspQweeM",3,0,1499636820069711873
2022-03-03 22:54:03+00:00,プログラミングは目的達成の手段でしかないですが、非常に大きなインパクトをもたらす可能性を秘めているので、一手段、という括りだけで留めておくのはもったいないです。プログラミングがわかって、使えたことによる恩恵は計り知れません。学んでおいてよかったなぁと思うことTOP3に入ります。,19,1,1499518493292515332
